CookerStat, GenerateAssetRegistry=0.237055, Initialize=0.970747, RunGuid=RunIDD31DF3934ABCEC706634299F6F5EF6A4
SavePackageTransactionId9F7BD2094F859C3E0E8BB2A9A9877B9C_0, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Saved/Autosaves/Game/tes_Auto1.umap, AutoPackageBackupDelegate=58.781891, FlushAsyncLoading=0.009470, FlushStreamingFunc=0.053760, BlockTillAllRequestsFinished=0.005633, ResetLoadersForSaveUnMarkAllObjects=58.650822, TagPackageExports=2.009854, BeginCacheForCookedPlatformData=0.001792, SerializeImports=3.278077, GatherLocalizableTextData=20.248558, MarkNames=0.103168, SerializeSummary=0.016127, SerializeNames=0.375293, SerializeGatherableTextData=0.025857, BuildExportMap=0.225794, SortExportsNonSeekfree=0.710908, SortExportsSeekfreeConstructor=0.051714, SortExportsSeekfreeInner=15.281137, SortExportsSeekfree=0.002813, BuildDependencyMap=0.144642, SerializeImportMap=0.028159, SerializeExportMap=0.059649, SerializeDependencyMap=0.183038, SerializeStringAssetReferenceMap=0.004608, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.993727, SerializeExports=9.105909, SerializeBulkData=2.608381, MoveFile=2.953213, UnaccountedTime=0.180993, RunGuid=RunIDD31DF3934ABCEC706634299F6F5EF6A4
SavePackageTransactionId9F7BD2094F859C3E0E8BB2A9A9877B9C_1, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Saved/Autosaves/Game/BluePrints/Enemys/Enemy_Auto1.uasset, AutoPackageBackupDelegate=24.135143, FlushAsyncLoading=0.006914, FlushStreamingFunc=0.047103, BlockTillAllRequestsFinished=0.004098, ResetLoadersForSaveUnMarkAllObjects=0.145152, TagPackageExports=19.981548, BeginCacheForCookedPlatformData=0.003073, SerializeImports=20.735209, GatherLocalizableTextData=10.050039, MarkNames=0.049409, SerializeSummary=0.009470, SerializeNames=0.207875, SerializeGatherableTextData=0.077054, BuildExportMap=0.147201, SortExportsNonSeekfree=1.135871, SortExportsSeekfreeConstructor=0.005886, SortExportsSeekfreeInner=24.546280, SortExportsSeekfree=0.004608, BuildDependencyMap=0.088062, SerializeImportMap=0.012547, SerializeExportMap=0.047870, SerializeDependencyMap=0.010751, SerializeStringAssetReferenceMap=0.001278, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.122560, SerializeExports=22.555113, SerializeBulkData=0.005119, MoveFile=4.064765, UnaccountedTime=0.171009, RunGuid=RunIDD31DF3934ABCEC706634299F6F5EF6A4
SavePackageTransactionId9F7BD2094F859C3E0E8BB2A9A9877B9C_2, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Saved/Autosaves/Game/BluePrints/ButtleGameMode_BP_Auto1.uasset, AutoPackageBackupDelegate=23.215591, FlushAsyncLoading=0.006400, FlushStreamingFunc=0.028674, BlockTillAllRequestsFinished=0.002816, ResetLoadersForSaveUnMarkAllObjects=0.138238, TagPackageExports=4.623096, BeginCacheForCookedPlatformData=0.001539, SerializeImports=5.131002, GatherLocalizableTextData=2.438396, MarkNames=0.745215, SerializeSummary=0.018176, SerializeNames=0.253443, SerializeGatherableTextData=0.041984, BuildExportMap=0.153344, SortExportsNonSeekfree=0.450302, SortExportsSeekfreeConstructor=0.014082, SortExportsSeekfreeInner=7.191286, SortExportsSeekfree=0.003841, BuildDependencyMap=0.037633, SerializeImportMap=0.011522, SerializeExportMap=0.018686, SerializeDependencyMap=0.003837, SerializeStringAssetReferenceMap=0.001281, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.659390, SerializeExports=5.867772, SerializeBulkData=0.004862, MoveFile=3.327485, UnaccountedTime=0.131585, RunGuid=RunIDD31DF3934ABCEC706634299F6F5EF6A4
SavePackageTransactionId9F7BD2094F859C3E0E8BB2A9A9877B9C_3, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Saved/Autosaves/Game/BluePrints/Enemys/Slime/MoveTo_BT_Auto1.uasset, AutoPackageBackupDelegate=26.365158, FlushAsyncLoading=0.009984, FlushStreamingFunc=0.045057, BlockTillAllRequestsFinished=0.004351, ResetLoadersForSaveUnMarkAllObjects=0.158977, TagPackageExports=6.634999, BeginCacheForCookedPlatformData=0.001281, SerializeImports=7.148538, GatherLocalizableTextData=3.159035, MarkNames=0.028674, SerializeSummary=0.008445, SerializeNames=0.083715, SerializeGatherableTextData=0.091903, BuildExportMap=0.093438, SortExportsNonSeekfree=0.601858, SortExportsSeekfreeConstructor=0.005886, SortExportsSeekfreeInner=6.994426, SortExportsSeekfree=0.003584, BuildDependencyMap=0.044033, SerializeImportMap=0.009730, SerializeExportMap=0.024319, SerializeDependencyMap=0.015102, SerializeStringAssetReferenceMap=0.001281, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.636414, SerializeExports=8.414968, SerializeBulkData=0.003327, MoveFile=5.871356, UnaccountedTime=0.120319, RunGuid=RunIDD31DF3934ABCEC706634299F6F5EF6A4
SavePackageTransactionId9F7BD2094F859C3E0E8BB2A9A9877B9C_4, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Saved/Autosaves/Game/BluePrints/UMG/DamageWidget_BP_Auto2.uasset, AutoPackageBackupDelegate=26.822372, FlushAsyncLoading=0.006914, FlushStreamingFunc=0.047870, BlockTillAllRequestsFinished=0.004608, ResetLoadersForSaveUnMarkAllObjects=0.142850, TagPackageExports=19.112684, BeginCacheForCookedPlatformData=0.002816, SerializeImports=22.460648, GatherLocalizableTextData=7.980536, MarkNames=0.060927, SerializeSummary=0.010241, SerializeNames=0.250880, SerializeGatherableTextData=0.123650, BuildExportMap=0.178687, SortExportsNonSeekfree=1.476604, SortExportsSeekfreeConstructor=0.041984, SortExportsSeekfreeInner=22.615788, SortExportsSeekfree=0.004351, BuildDependencyMap=0.097025, SerializeImportMap=0.019971, SerializeExportMap=0.052735, SerializeDependencyMap=0.010498, SerializeStringAssetReferenceMap=0.001535, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.508797, SerializeExports=25.047272, SerializeBulkData=0.005886, MoveFile=3.510013, UnaccountedTime=0.168189, RunGuid=RunIDD31DF3934ABCEC706634299F6F5EF6A4
SavePackageTransactionId9F7BD2094F859C3E0E8BB2A9A9877B9C_5, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Saved/Autosaves/Game/BluePrints/Enemys/Slime/MoveTo_BT_Auto2.uasset, AutoPackageBackupDelegate=26.819046, FlushAsyncLoading=0.005886, FlushStreamingFunc=0.036355, BlockTillAllRequestsFinished=0.003070, ResetLoadersForSaveUnMarkAllObjects=0.145152, TagPackageExports=8.736503, BeginCacheForCookedPlatformData=0.004608, SerializeImports=10.101494, GatherLocalizableTextData=4.534781, MarkNames=0.028927, SerializeSummary=0.009727, SerializeNames=0.186626, SerializeGatherableTextData=0.047617, BuildExportMap=0.104703, SortExportsNonSeekfree=0.690687, SortExportsSeekfreeConstructor=0.006143, SortExportsSeekfreeInner=8.747253, SortExportsSeekfree=0.002563, BuildDependencyMap=0.046592, SerializeImportMap=0.031490, SerializeExportMap=0.029694, SerializeDependencyMap=0.007678, SerializeStringAssetReferenceMap=0.001281, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.630785, SerializeExports=10.306806, SerializeBulkData=0.004862, MoveFile=6.607354, UnaccountedTime=0.176638, RunGuid=RunIDD31DF3934ABCEC706634299F6F5EF6A4
SavePackageTransactionId9F7BD2094F859C3E0E8BB2A9A9877B9C_6, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Saved/Autosaves/Game/tes_Auto3.umap, AutoPackageBackupDelegate=25.563110, FlushAsyncLoading=0.007682, FlushStreamingFunc=0.043262, BlockTillAllRequestsFinished=0.005633, ResetLoadersForSaveUnMarkAllObjects=64.476608, TagPackageExports=1.970686, BeginCacheForCookedPlatformData=0.001539, SerializeImports=3.196925, GatherLocalizableTextData=20.114410, MarkNames=0.065278, SerializeSummary=0.012290, SerializeNames=0.363007, SerializeGatherableTextData=0.022016, BuildExportMap=0.227328, SortExportsNonSeekfree=0.714749, SortExportsSeekfreeConstructor=0.039425, SortExportsSeekfreeInner=15.273198, SortExportsSeekfree=0.003587, BuildDependencyMap=0.143357, SerializeImportMap=0.020225, SerializeExportMap=0.058878, SerializeDependencyMap=0.020735, SerializeStringAssetReferenceMap=0.002559, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.103360, SerializeExports=6.740730, SerializeBulkData=2.239484, MoveFile=3.146239, UnaccountedTime=0.178687, RunGuid=RunIDD31DF3934ABCEC706634299F6F5EF6A4
SavePackageTransactionId9F7BD2094F859C3E0E8BB2A9A9877B9C_7, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Saved/Autosaves/Game/BluePrints/Enemys/Enemy_Auto3.uasset, AutoPackageBackupDelegate=24.791523, FlushAsyncLoading=0.006400, FlushStreamingFunc=0.045314, BlockTillAllRequestsFinished=0.004351, ResetLoadersForSaveUnMarkAllObjects=0.141311, TagPackageExports=21.372908, BeginCacheForCookedPlatformData=0.003073, SerializeImports=21.906919, GatherLocalizableTextData=10.839030, MarkNames=0.057857, SerializeSummary=0.010494, SerializeNames=0.206079, SerializeGatherableTextData=0.083201, BuildExportMap=0.159234, SortExportsNonSeekfree=1.254909, SortExportsSeekfreeConstructor=0.006400, SortExportsSeekfreeInner=25.389797, SortExportsSeekfree=0.004351, BuildDependencyMap=0.086274, SerializeImportMap=0.013825, SerializeExportMap=0.049919, SerializeDependencyMap=0.014335, SerializeStringAssetReferenceMap=0.002049, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.345791, SerializeExports=24.507881, SerializeBulkData=0.005119, MoveFile=3.760125, UnaccountedTime=0.188161, RunGuid=RunIDD31DF3934ABCEC706634299F6F5EF6A4
SavePackageTransactionId9F7BD2094F859C3E0E8BB2A9A9877B9C_8, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Saved/Autosaves/Game/BluePrints/Magics/Magic_BP_Auto3.uasset, AutoPackageBackupDelegate=24.637413, FlushAsyncLoading=0.006914, FlushStreamingFunc=0.029184, BlockTillAllRequestsFinished=0.002816, ResetLoadersForSaveUnMarkAllObjects=0.142079, TagPackageExports=24.126951, BeginCacheForCookedPlatformData=0.003070, SerializeImports=25.823719, GatherLocalizableTextData=7.205367, MarkNames=0.060160, SerializeSummary=0.008706, SerializeNames=0.258815, SerializeGatherableTextData=0.095487, BuildExportMap=0.175875, SortExportsNonSeekfree=1.278974, SortExportsSeekfreeConstructor=0.006657, SortExportsSeekfreeInner=25.403366, SortExportsSeekfree=0.003584, BuildDependencyMap=0.087552, SerializeImportMap=0.013825, SerializeExportMap=0.050176, SerializeDependencyMap=0.011265, SerializeStringAssetReferenceMap=0.001278, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.286913, SerializeExports=27.068388, SerializeBulkData=0.005119, MoveFile=3.698174, UnaccountedTime=0.173822, RunGuid=RunIDD31DF3934ABCEC706634299F6F5EF6A4
SavePackageTransactionId9F7BD2094F859C3E0E8BB2A9A9877B9C_9, Filename=../../../../../../Users/EllightDunois/Documents/Unreal Projects/MagicDungeon_Project/src/MagicDungeon/Saved/Autosaves/Game/BluePrints/ButtleGameMode_BP_Auto3.uasset, AutoPackageBackupDelegate=24.204519, FlushAsyncLoading=0.005376, FlushStreamingFunc=0.045057, BlockTillAllRequestsFinished=0.002816, ResetLoadersForSaveUnMarkAllObjects=0.131328, TagPackageExports=4.671481, BeginCacheForCookedPlatformData=0.002563, SerializeImports=5.090553, GatherLocalizableTextData=2.399743, MarkNames=0.024319, SerializeSummary=0.008192, SerializeNames=0.151042, SerializeGatherableTextData=0.026368, BuildExportMap=0.104189, SortExportsNonSeekfree=0.385024, SortExportsSeekfreeConstructor=0.005379, SortExportsSeekfreeInner=6.798584, SortExportsSeekfree=0.002559, BuildDependencyMap=0.031490, SerializeImportMap=0.008706, SerializeExportMap=0.017408, SerializeDependencyMap=0.004351, SerializeStringAssetReferenceMap=0.001024, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.622846, SerializeExports=5.641468, SerializeBulkData=0.003070, MoveFile=2.750717, UnaccountedTime=0.116736, RunGuid=RunIDD31DF3934ABCEC706634299F6F5EF6A4
